Latitude,Longitude,Elevation,Slope,Temperature,Radar,Illumination,Hazard_Score,Ice_Probability,CPR,DOP,S1,S2,S3,S4
-88.73408,168.88804,-2790.89,12.001,174.32,0.6669,6.92,41.52,0.8719,1.8478,0.0723,1.6669,-0.0549,0.0686,0.0825
-89.84973,234.29242,-2870.59,12.716,160.58,0.517,0.0,57.28,0.7882,1.6892,0.1303,1.517,0.0902,0.0976,-0.1464
-89.40523,46.14555,-1960.39,3.337,177.35,0.4392,88.97,34.12,0.5708,1.3359,0.1995,1.4392,-0.156,-0.1526,-0.1865
-85.41576,335.01394,-1762.76,9.37,197.65,0.4619,121.58,33.58,0.6411,1.4403,0.1962,1.4619,-0.0956,0.168,-0.2119
-88.39234,182.06089,-2929.91,16.171,175.71,0.5551,0.0,52.62,0.6765,1.4588,0.1881,1.5551,0.0962,0.1116,-0.2527
-86.95935,295.03007,-2357.67,9.484,176.58,0.5056,111.43,43.3,0.5911,1.3307,0.2143,1.5056,-0.1194,0.1816,-0.2385
-87.67493,235.40596,-2606.05,10.608,174.64,0.4159,54.19,50.42,0.7101,1.5485,0.1783,1.4159,-0.1505,0.0549,-0.1952
-87.99774,255.60034,-2737.09,12.731,178.14,0.5066,80.13,38.42,0.5731,1.3083,0.2412,1.5066,0.1533,-0.0884,-0.3174
-87.34057,257.80714,-2594.5,11.085,170.16,0.4538,35.75,38.64,0.6508,1.4968,0.1865,1.4538,0.1136,-0.1074,-0.2216
-89.06381,315.03596,-1619.28,5.166,171.52,0.4075,121.61,27.12,0.4888,1.1868,0.2558,1.4075,0.1886,-0.1374,0.2742
-85.05698,220.89796,-2677.0,11.651,175.21,0.4939,85.05,43.25,0.7504,1.6195,0.1547,1.4939,-0.0627,0.0868,0.2049
-85.90846,100.15817,-2573.53,16.655,184.28,0.6308,25.31,50.52,0.8476,1.686,0.0738,1.6308,0.0436,0.0499,0.1005
-86.29193,35.82347,-1532.63,4.939,184.62,0.5581,141.39,29.06,0.5084,1.2606,0.2241,1.5581,-0.1594,-0.145,0.2747
-87.6562,218.25022,-3070.0,10.523,171.0,0.5445,14.6,54.44,0.7282,1.536,0.1351,1.5445,0.1242,0.1144,-0.1226
-89.23561,23.88701,-1875.92,3.778,180.53,0.4059,75.28,22.99,0.5558,1.2372,0.2157,1.4059,0.0794,-0.1026,0.274
-85.39667,86.86564,-2698.28,16.57,194.18,0.4786,51.51,48.76,0.6543,1.5292,0.1617,1.4786,-0.0911,-0.0781,0.2069
-88.29306,21.85459,-1803.88,10.121,187.21,0.2938,137.11,27.96,0.4699,1.1868,0.2523,1.2938,-0.1836,-0.157,-0.2197
-89.74947,197.59953,-2625.36,7.508,188.19,0.5596,75.54,31.41,0.621,1.4425,0.2085,1.5596,0.1594,-0.1494,-0.2408
-88.28798,57.72172,-1892.86,11.171,182.39,0.4532,137.42,34.98,0.5575,1.3147,0.2345,1.4532,-0.1518,-0.1813,0.2454
-86.02771,219.74663,-2371.35,5.377,180.66,0.374,101.86,26.79,0.5616,1.2939,0.2414,1.374,0.1005,0.1074,0.2974
-86.88646,284.71145,-2332.21,6.172,178.03,0.4162,63.47,37.1,0.6286,1.3917,0.1528,1.4162,0.0595,-0.0438,-0.2033
-86.24581,295.87706,-2383.17,4.112,168.28,0.5084,35.8,34.24,0.6792,1.5257,0.1451,1.5084,-0.0765,-0.1264,-0.1614
-86.03182,111.43566,-3594.09,7.812,168.86,0.6152,3.89,42.92,0.7655,1.6815,0.1983,1.6152,0.0967,-0.0697,-0.2972
-88.94023,197.62363,-2642.03,18.57,177.1,0.4532,0.0,56.32,0.7038,1.5227,0.1809,1.4532,-0.1376,0.1241,0.1865
-85.38108,202.68387,-2604.01,8.063,163.6,0.6568,0.0,41.02,0.8167,1.8104,0.1268,1.6568,-0.1026,0.0691,-0.1698
-87.81005,170.23939,-2865.03,14.433,173.81,0.4392,30.45,47.61,0.5746,1.3094,0.2053,1.4392,-0.1578,0.1091,-0.2247
-86.80493,235.841,-2194.76,6.961,191.83,0.4414,129.27,29.5,0.6621,1.3896,0.1738,1.4414,-0.0672,-0.1341,-0.2006
-89.98846,75.63136,-2122.61,14.837,175.08,0.4386,93.43,47.34,0.6112,1.2918,0.1535,1.4386,0.0716,-0.0812,-0.1925
-85.03316,352.52757,-1499.65,5.017,201.27,0.4902,180.01,14.41,0.4754,1.0763,0.2229,1.4902,-0.1685,-0.0856,0.2731
-88.59552,35.30874,-1935.25,10.967,176.41,0.4404,46.6,44.4,0.7061,1.5091,0.1577,1.4404,0.0603,0.114,-0.187
-89.68968,298.51961,-2302.83,11.561,175.52,0.4161,54.73,38.89,0.6,1.3485,0.1817,1.4161,-0.0664,-0.0535,-0.2427
-87.70869,213.87456,-2720.0,23.533,153.93,0.5779,0.0,63.61,0.7013,1.5562,0.1499,1.5779,0.0835,0.0733,0.2087
-89.35485,88.14771,-3020.35,15.477,169.68,0.5078,21.38,43.8,0.658,1.4514,0.2275,1.5078,0.0942,-0.1424,0.2974
-89.23837,268.443,-2377.06,8.439,174.96,0.4664,15.88,39.67,0.6898,1.5459,0.1604,1.4664,-0.0545,0.0882,0.2112
-86.83859,30.41312,-1547.91,13.642,197.32,0.5069,106.87,43.84,0.5817,1.3329,0.2078,1.5069,-0.1018,-0.1403,-0.2608
-88.03536,278.79042,-2732.05,22.603,179.82,0.5449,42.22,63.02,0.6403,1.4251,0.1872,1.5449,0.1591,0.1019,0.2189
-85.39074,212.39468,-2334.5,3.491,191.31,0.4983,98.4,21.92,0.6307,1.3803,0.1973,1.4983,0.0658,-0.1053,-0.2683
-88.40422,39.87011,-1720.86,6.251,175.72,0.2755,123.14,32.19,0.3537,1.037,0.2702,1.2755,-0.147,-0.117,0.2889
-86.3691,28.622,-2049.6,9.75,183.0,0.3916,112.14,41.91,0.5318,1.1743,0.2441,1.3916,0.1445,0.1885,-0.2429
-87.6945,270.30108,-2563.63,9.585,187.24,0.5612,59.77,37.43,0.7402,1.5994,0.1572,1.5612,0.1012,0.0508,-0.2177
-86.70024,105.45693,-3049.37,10.702,162.9,0.4798,0.0,46.06,0.7643,1.6137,0.1144,1.4798,-0.0681,0.0975,0.1205
-87.00152,320.14867,-1748.51,3.982,189.26,0.4786,92.31,18.71,0.4982,1.2362,0.2285,1.4786,0.0699,-0.116,0.3095
-87.63608,274.34629,-2598.34,18.74,183.01,0.5651,57.11,49.34,0.6051,1.3671,0.1908,1.5651,-0.0654,0.1033,-0.2725
-85.24969,251.34849,-2428.53,4.364,181.64,0.3175,75.54,32.23,0.3861,1.0182,0.2644,1.3175,0.1409,-0.1708,0.2689
-88.28643,100.29818,-3123.31,11.471,169.18,0.5257,14.49,50.9,0.6738,1.4648,0.1811,1.5257,0.1623,0.0982,-0.2009
-89.11382,255.22003,-2926.72,17.42,164.2,0.6716,16.69,51.88,0.834,1.8041,0.1291,1.6716,-0.0784,0.0964,-0.1765
-86.60953,341.33317,-2141.46,10.915,190.55,0.5694,50.8,55.91,0.5868,1.339,0.2108,1.5694,-0.1287,0.1858,-0.2417
-85.76996,32.96154,-1356.06,5.045,198.19,0.4217,185.1,25.25,0.3805,1.1072,0.2774,1.4217,-0.2338,-0.2124,-0.2362
-89.79873,117.41855,-3038.56,5.607,172.72,0.3424,0.0,32.04,0.5775,1.3376,0.2054,1.3424,0.141,0.112,0.2087
-87.75184,84.48202,-2653.18,10.649,169.22,0.4379,20.2,50.89,0.5947,1.3526,0.1548,1.4379,-0.1131,0.1083,-0.1582
-85.53756,141.57005,-2612.48,7.955,174.04,0.6099,29.91,33.42,0.7997,1.6723,0.1437,1.6099,0.0929,-0.0826,0.195
-86.25191,267.23976,-2311.71,12.336,177.33,0.4977,48.12,46.54,0.7123,1.5679,0.1676,1.4977,0.1404,-0.1281,-0.164
-85.04096,170.72733,-2467.5,4.526,183.19,0.5183,79.92,26.15,0.5188,1.2007,0.2039,1.5183,-0.1339,0.083,-0.2665
-87.34293,205.46302,-2919.09,16.245,175.87,0.6199,0.0,47.58,0.7036,1.533,0.1664,1.6199,-0.1247,-0.0588,-0.2316
-86.70002,113.09576,-2797.77,12.584,163.74,0.5085,0.0,53.69,0.7625,1.6203,0.1537,1.5085,0.1194,-0.0965,-0.1738
-88.4876,50.86414,-1778.2,11.495,172.31,0.3713,112.32,37.52,0.4684,1.1656,0.2642,1.3713,0.1314,0.1037,0.3213
-85.26232,96.09611,-2746.37,19.138,179.9,0.3477,73.78,61.8,0.4878,1.1979,0.2444,1.3477,-0.1914,0.1619,0.2136
-88.16832,309.48491,-2269.26,9.06,169.11,0.4415,104.7,30.65,0.5886,1.3619,0.2063,1.4415,-0.177,-0.0715,0.228
-86.30745,216.87011,-2624.98,8.129,167.41,0.5649,0.0,34.4,0.7973,1.6805,0.1478,1.5649,0.1006,0.0471,-0.2029
-87.9843,136.07592,-3828.54,10.743,165.93,0.6723,0.0,43.72,0.8584,1.8518,0.102,1.6723,0.0493,-0.0802,-0.1423
-87.19091,284.36615,-2237.95,10.242,188.52,0.4238,116.69,51.06,0.6284,1.4266,0.1946,1.4238,0.1413,-0.1109,0.2109
-86.40109,23.20468,-1824.07,10.157,196.16,0.2111,82.37,43.23,0.4469,1.2453,0.2356,1.2111,-0.0939,-0.1658,0.2125
-87.45533,91.40079,-2810.34,7.87,154.44,0.4733,0.0,44.57,0.7827,1.6548,0.1561,1.4733,0.0991,-0.0688,0.1958
-85.46457,82.83714,-2544.57,5.759,193.62,0.4201,43.38,38.32,0.6363,1.466,0.1515,1.4201,-0.0505,0.0536,0.2021
-87.9035,354.73124,-1756.77,7.711,187.88,0.3473,158.0,27.29,0.4777,1.128,0.2539,1.3473,0.1789,-0.0716,0.2827
-86.76464,254.19549,-2861.1,13.896,180.49,0.5018,61.63,59.87,0.651,1.5116,0.179,1.5018,0.1569,0.1015,0.1933
-88.28819,222.40294,-2731.44,12.592,158.77,0.464,0.73,51.12,0.7146,1.5082,0.1763,1.464,-0.0614,-0.062,-0.2429
-87.95922,1.79459,-1050.75,15.502,208.91,0.0688,247.48,36.51,0.069,0.5333,0.3609,1.0688,-0.19,0.1968,0.2719
-87.79975,66.3516,-1892.9,20.488,175.82,0.4902,43.87,62.37,0.7432,1.576,0.1491,1.4902,-0.1209,-0.0508,0.1793
-89.37096,228.79487,-2545.58,15.441,173.81,0.4665,34.4,44.22,0.7224,1.5785,0.1556,1.4665,-0.0556,0.1297,0.1793
-89.54138,136.69896,-3350.34,19.71,154.5,0.4777,0.0,55.17,0.685,1.4843,0.1758,1.4777,-0.0776,0.1081,-0.2231
-86.66255,332.74094,-1651.78,14.199,191.76,0.363,169.39,37.37,0.498,1.1573,0.2097,1.363,0.102,0.1368,-0.2293
-86.72241,275.30072,-2226.59,19.737,191.3,0.4526,116.29,55.84,0.5188,1.2165,0.2363,1.4526,-0.1836,0.0866,0.2769
-86.68545,161.05827,-3170.71,21.794,169.55,0.4766,11.56,55.33,0.7267,1.6398,0.116,1.4766,-0.0681,-0.0404,0.1519
-89.90117,269.82539,-2464.41,16.284,181.02,0.4671,13.04,53.11,0.6475,1.4594,0.1665,1.4671,0.0622,-0.0834,0.221
-88.36727,351.14556,-2165.76,14.633,192.73,0.4282,109.3,42.71,0.6014,1.2978,0.1643,1.4282,0.071,-0.0958,-0.2021
-89.01095,165.9531,-2671.83,10.799,170.88,0.5235,48.09,34.72,0.6249,1.4547,0.2041,1.5235,0.1203,-0.1338,-0.2536
-86.10924,231.30932,-2189.55,10.928,186.62,0.4376,30.91,41.53,0.5782,1.2805,0.2114,1.4376,0.0656,0.1009,-0.2791
-85.69685,330.71926,-1853.67,8.965,176.94,0.5989,52.62,42.21,0.7265,1.5996,0.1621,1.5989,0.1173,-0.0801,-0.2168
-88.7666,89.52288,-3424.27,16.009,170.4,0.4936,0.0,46.6,0.7713,1.6617,0.1672,1.4936,-0.0525,-0.148,-0.1942
-86.66075,319.16085,-1849.55,7.046,184.5,0.4225,109.64,39.4,0.5424,1.2986,0.2093,1.4225,0.1525,0.092,0.2385
-89.35319,35.11609,-1914.43,9.786,179.3,0.467,70.0,41.77,0.6693,1.5635,0.1846,1.467,-0.1337,0.0691,0.2252
-88.62424,233.44134,-2848.02,7.854,150.08,0.4592,8.95,42.84,0.7212,1.5125,0.1561,1.4592,-0.1244,0.0783,-0.174
-89.30673,281.82174,-2218.0,19.791,179.66,0.4359,89.12,53.04,0.5666,1.337,0.2056,1.4359,-0.0777,-0.0949,0.2686
-88.5824,221.25824,-2613.22,10.639,163.61,0.6452,36.19,37.78,0.7354,1.6396,0.1761,1.6452,-0.1278,-0.1068,-0.2371
-86.62632,178.39253,-2884.74,14.408,183.01,0.4204,0.0,48.36,0.6194,1.3588,0.2311,1.4204,-0.1682,0.1475,-0.2401
-85.44837,222.24496,-2824.52,19.333,191.95,0.4839,74.11,55.25,0.6526,1.4069,0.1695,1.4839,-0.1022,0.111,0.2012
-88.98739,54.59894,-1947.54,12.29,193.74,0.2934,135.37,35.02,0.4536,1.1115,0.2624,1.2934,-0.0857,-0.1627,0.2853
-87.2896,77.60546,-2613.66,18.964,171.66,0.4792,28.57,57.25,0.7779,1.6609,0.1419,1.4792,0.0503,0.0551,-0.1962
-86.49304,97.16376,-3196.06,6.367,161.94,0.5508,0.0,35.06,0.83,1.6575,0.1244,1.5508,0.0854,0.0421,-0.1678
-85.23539,215.20056,-2714.23,23.873,169.66,0.515,39.36,65.11,0.7367,1.6063,0.1545,1.515,0.0934,0.1208,0.1773
-86.9497,159.08439,-2934.37,17.637,185.54,0.4435,0.0,59.09,0.613,1.3104,0.1849,1.4435,-0.1526,0.0766,0.2051
-88.72447,88.0113,-2896.38,13.193,166.97,0.5255,20.04,40.15,0.7318,1.6355,0.0795,1.5255,-0.0647,-0.0396,-0.0946
-86.87261,317.81136,-2370.85,18.52,154.03,0.3819,22.99,56.39,0.6347,1.4413,0.2149,1.3819,0.1454,-0.1135,-0.2327
-88.39754,134.61186,-3185.73,6.718,178.24,0.5188,0.0,32.47,0.7606,1.7126,0.1275,1.5188,-0.1148,-0.0942,0.1243
-85.11936,160.57142,-3413.33,11.444,182.0,0.4805,0.0,37.86,0.584,1.3679,0.1966,1.4805,0.1391,-0.0773,0.2437
-88.00162,147.49239,-3382.46,20.064,183.27,0.4042,0.0,57.13,0.6428,1.4132,0.177,1.4042,-0.0589,-0.1395,-0.1972
-86.57286,65.49946,-2305.98,4.637,193.15,0.4674,118.77,42.03,0.6479,1.3967,0.164,1.4674,-0.0556,0.0791,0.2205
-89.88386,263.38573,-2456.6,14.32,186.63,0.5236,56.12,51.15,0.6767,1.4946,0.1747,1.5236,-0.1401,0.1579,0.1622
-87.99969,161.44497,-2905.98,14.822,172.38,0.4793,15.62,58.02,0.7103,1.535,0.1576,1.4793,0.0803,-0.0732,-0.2063
-85.62446,5.85256,-1242.58,19.625,167.81,0.4013,115.4,53.82,0.4681,1.2082,0.2265,1.4013,-0.1809,-0.1556,-0.2094
-86.94886,347.04493,-1922.44,2.838,181.45,0.3086,89.85,28.55,0.4998,1.1533,0.233,1.3086,-0.0754,-0.1069,0.2755
-87.78029,293.6749,-2151.0,19.128,187.31,0.5099,98.74,55.76,0.5944,1.452,0.1973,1.5099,-0.0833,0.1592,-0.2375
-85.32031,260.48137,-2542.38,8.843,175.37,0.5088,51.59,36.2,0.6448,1.4954,0.1993,1.5088,-0.1532,0.1158,0.2315
-85.73008,312.87307,-2489.12,9.329,168.55,0.6237,0.0,46.35,0.8672,1.7774,0.0783,1.6237,0.0686,-0.0697,-0.0813
-88.38892,326.45061,-1438.62,3.95,182.58,0.4414,162.35,29.63,0.4565,1.2203,0.2287,1.4414,0.1803,-0.1653,-0.221
-87.27726,121.49629,-3746.8,7.925,161.99,0.5705,0.0,45.39,0.8172,1.6683,0.1367,1.5705,-0.0514,-0.0932,-0.1864
-87.55088,219.94512,-2602.31,13.744,194.49,0.3657,78.28,50.96,0.5046,1.2176,0.2156,1.3657,-0.1039,-0.0883,0.261
-86.83899,219.17081,-2608.33,6.173,187.43,0.5845,19.51,38.71,0.6702,1.4085,0.1541,1.5845,-0.1119,-0.0742,-0.2039
-88.32944,96.22788,-3004.66,16.003,169.98,0.6786,0.0,62.47,0.7803,1.7408,0.1229,1.6786,-0.1171,-0.1231,0.1171
-88.77897,79.90281,-2742.76,8.612,172.25,0.4908,0.0,41.88,0.7207,1.4708,0.1529,1.4908,0.0674,0.13,-0.1748
-85.43664,41.00661,-1488.93,4.067,176.93,0.3918,118.19,37.82,0.4977,1.1244,0.2288,1.3918,0.1402,-0.0813,-0.2742
-85.38063,237.35311,-3064.0,9.748,177.1,0.6222,15.7,46.31,0.7658,1.5935,0.1354,1.6222,0.0565,0.0619,-0.2031
-85.78339,281.13084,-2446.3,13.186,184.08,0.6002,0.0,47.86,0.8415,1.8125,0.0933,1.6002,0.0745,0.0362,-0.1242
-85.10898,273.94307,-2614.74,10.357,160.9,0.5798,25.08,37.76,0.7402,1.632,0.1638,1.5798,0.065,-0.0726,-0.2397
-86.27504,113.85914,-3323.96,12.93,175.01,0.6587,10.38,44.58,0.8531,1.7711,0.1365,1.6587,0.1358,-0.0716,0.1664
-86.17666,73.89355,-2201.1,14.633,184.33,0.461,80.11,41.14,0.6578,1.5035,0.1381,1.461,0.0478,0.108,0.1636
-86.18705,163.3011,-2603.49,17.14,182.54,0.5652,66.54,50.28,0.7335,1.5678,0.1196,1.5652,0.0887,-0.0446,0.1586
-87.59696,196.85285,-2784.91,10.437,183.14,0.513,0.0,39.29,0.6889,1.5234,0.1858,1.513,0.1436,-0.1554,-0.1851
-87.71774,330.87137,-1683.26,5.189,196.74,0.3543,83.61,37.98,0.5455,1.3554,0.2459,1.3543,0.101,0.1961,0.2495
-88.79887,314.93634,-2013.53,11.263,185.85,0.3429,141.76,36.82,0.5038,1.1937,0.1861,1.3429,-0.0755,-0.0782,-0.2251
-86.7759,329.781,-2114.63,13.381,186.83,0.4388,91.57,43.55,0.6299,1.3696,0.2021,1.4388,0.1275,0.1112,0.2365
-88.5534,306.09446,-2197.12,3.842,181.1,0.5587,83.39,23.68,0.6716,1.4981,0.2044,1.5587,0.1441,-0.1312,0.2521
-88.71096,347.24923,-1808.06,6.136,175.65,0.5202,85.65,28.93,0.6043,1.4038,0.1773,1.5202,-0.1316,-0.0761,0.2226
-87.07019,167.58,-3085.63,8.822,172.17,0.6473,0.0,32.13,0.8372,1.745,0.147,1.6473,0.1046,-0.1193,-0.1829
-87.95009,17.09046,-1459.22,9.05,190.33,0.4084,119.7,42.69,0.4699,1.2021,0.2367,1.4084,0.0899,0.144,-0.2868
-88.90572,30.08233,-1586.98,6.467,193.85,0.4342,176.91,19.34,0.5156,1.215,0.231,1.4342,-0.1887,0.0811,0.2599
-85.91972,140.49941,-3478.16,16.515,167.2,0.6154,34.02,45.51,0.8313,1.7364,0.103,1.6154,0.0444,0.0929,-0.1307
-85.69715,92.76735,-3087.48,4.446,167.01,0.6171,5.77,43.3,0.8211,1.7326,0.1408,1.6171,0.097,-0.0731,-0.1926
-89.1615,61.17861,-2009.3,2.978,176.36,0.5009,80.02,30.4,0.6207,1.4074,0.2057,1.5009,-0.1753,-0.081,-0.2408
-89.96246,343.15336,-1946.16,9.117,166.93,0.4598,29.37,42.08,0.7401,1.6649,0.1828,1.4598,-0.1509,0.1582,-0.1532
-88.31935,70.35105,-2278.31,10.384,175.21,0.4281,21.64,45.65,0.6258,1.4197,0.216,1.4281,-0.0824,-0.0744,-0.2878
-86.01245,345.37654,-1557.99,2.957,197.2,0.3006,190.85,24.89,0.4373,1.0845,0.2511,1.3006,-0.0965,-0.0731,0.3034
-85.80413,273.90198,-2821.45,9.006,177.84,0.6289,0.0,44.01,0.7707,1.6596,0.2001,1.6289,-0.1437,0.0962,0.2763
-89.30835,230.74044,-2992.29,10.279,163.14,0.6004,0.0,37.7,0.6685,1.5201,0.1997,1.6004,0.107,0.1047,0.2824
-86.12832,243.36683,-2279.91,9.298,176.84,0.3572,91.67,40.74,0.6456,1.4717,0.1913,1.3572,-0.1278,-0.097,0.2041
-89.42148,119.33076,-3311.12,13.5,184.11,0.5808,13.36,51.36,0.6449,1.4678,0.1608,1.5808,0.1039,-0.1205,0.1982
-88.04969,232.71373,-2811.66,8.718,170.29,0.5289,12.85,47.97,0.7062,1.4551,0.1293,1.5289,-0.0606,-0.0684,-0.1753
-85.00695,67.20916,-2266.03,18.634,177.9,0.5488,61.26,47.11,0.6467,1.3101,0.1512,1.5488,0.0853,0.0992,-0.1942
-89.03705,337.57396,-1929.52,13.204,182.25,0.4323,109.2,37.97,0.5032,1.2688,0.2103,1.4323,-0.1435,0.0609,0.2577
-89.23018,108.6456,-3599.96,9.119,179.06,0.6597,0.0,45.64,0.7888,1.684,0.1594,1.6597,-0.136,-0.0936,-0.2066
-87.886,91.86714,-2724.62,12.374,180.66,0.551,10.32,43.06,0.7306,1.5679,0.1613,1.551,0.087,-0.1446,-0.1847
-86.90166,256.01861,-2857.14,12.711,182.24,0.4043,26.64,35.3,0.6435,1.4643,0.1689,1.4043,0.0574,-0.121,-0.1958
-85.3355,236.32154,-2398.34,17.508,178.43,0.507,65.73,52.32,0.689,1.5987,0.163,1.507,-0.0839,-0.1219,-0.1961
-85.09589,162.46761,-2808.53,9.019,173.41,0.4832,83.09,41.77,0.5871,1.4101,0.1952,1.4832,-0.1309,-0.0932,-0.2409
-89.6518,227.68064,-2872.57,15.95,188.64,0.6181,25.91,51.34,0.8851,1.8642,0.1151,1.6181,-0.0938,-0.0736,0.143
-89.31001,57.41751,-2136.03,11.268,191.97,0.4603,120.93,40.57,0.5348,1.2113,0.2006,1.4603,0.1617,0.1575,0.1867
-86.04631,242.39819,-3353.85,20.26,166.35,0.5125,0.0,62.41,0.6941,1.4727,0.171,1.5125,0.1513,0.1428,-0.1537
-88.64684,97.41985,-3132.68,18.94,181.7,0.4689,2.49,58.28,0.6744,1.3598,0.1767,1.4689,0.1069,0.1257,-0.2004
-85.57575,98.22095,-2802.13,12.997,165.72,0.5473,0.0,50.18,0.8541,1.7983,0.0926,1.5473,-0.0791,0.0548,0.1062
-86.68273,58.38478,-1801.78,9.268,197.75,0.3606,131.69,40.77,0.4735,1.2131,0.2708,1.3606,0.1123,0.0845,-0.3405
-89.44078,119.65577,-3870.21,16.074,181.83,0.5216,0.0,49.29,0.6822,1.551,0.1621,1.5216,0.1046,-0.0611,-0.2149
-85.83735,119.25038,-2807.01,11.117,165.23,0.4657,20.8,48.98,0.8055,1.7226,0.1063,1.4657,-0.0648,0.0312,0.1382
-89.11822,163.50444,-2779.58,20.381,186.44,0.4023,94.26,47.6,0.5819,1.3233,0.2192,1.4023,0.156,-0.1057,-0.2429
-87.88252,68.55102,-1984.78,11.234,194.3,0.3139,144.36,32.05,0.5561,1.2616,0.212,1.3139,0.1419,-0.0583,-0.2325
-87.23908,69.48271,-2305.83,9.273,204.01,0.4412,104.73,42.03,0.6303,1.3673,0.1939,1.4412,0.0878,0.1045,0.2438
-87.49617,195.02589,-2449.91,9.21,173.8,0.5672,77.94,31.92,0.659,1.4462,0.1522,1.5672,-0.1323,0.1048,0.1687
-86.56919,46.39587,-2169.1,5.041,198.46,0.4543,135.99,26.15,0.7091,1.4857,0.1751,1.4543,-0.1418,0.1117,0.1798
-86.73657,248.00292,-2519.72,14.391,170.75,0.5009,4.92,63.02,0.5978,1.4443,0.2402,1.5009,-0.2088,0.1522,-0.2514
-85.03979,339.82097,-1977.88,6.732,177.98,0.5479,143.32,34.48,0.4616,1.0735,0.2178,1.5479,-0.1291,0.0979,0.2956
-85.00289,153.64642,-3178.16,18.041,169.04,0.6404,0.0,53.38,0.7552,1.5985,0.1503,1.6404,0.1467,0.1005,-0.1708
-87.4177,324.39791,-2226.16,4.723,177.58,0.6024,60.45,29.72,0.824,1.6215,0.1041,1.6024,0.0858,-0.0988,0.1036
-89.524,35.39397,-1687.91,11.053,180.04,0.5405,148.05,34.63,0.6484,1.4522,0.2333,1.5405,0.1658,-0.1358,-0.2886
-86.36078,15.46475,-1758.46,16.269,192.64,0.3643,161.15,48.88,0.5774,1.3238,0.2285,1.3643,-0.1162,-0.1714,0.233
-85.11668,259.6928,-2491.23,6.328,179.7,0.3923,16.27,33.26,0.6445,1.4134,0.1865,1.3923,0.1394,0.0915,-0.199
-88.40837,273.96777,-2947.69,22.312,171.91,0.5257,0.0,58.16,0.7066,1.4839,0.1352,1.5257,-0.1043,-0.0927,0.1519
-87.69396,303.50097,-2712.67,9.758,169.62,0.512,31.66,45.83,0.6468,1.4351,0.1604,1.512,0.1053,-0.0952,0.1966
-87.87612,20.45436,-1238.75,10.479,190.13,0.3928,170.53,24.52,0.3786,0.9785,0.2862,1.3928,-0.2387,0.1895,-0.2569
-89.7429,279.68654,-2143.2,13.926,183.88,0.4777,111.3,37.99,0.6864,1.4914,0.1394,1.4777,0.0617,-0.1151,-0.1592
-86.63868,135.55394,-3523.26,16.675,178.08,0.5298,50.75,50.78,0.6969,1.6129,0.1364,1.5298,0.0953,0.0785,-0.1682
-88.23331,109.20155,-3341.65,14.154,178.88,0.5663,0.0,51.06,0.7612,1.6265,0.1414,1.5663,-0.0727,-0.1114,0.177
-86.06268,62.28861,-1787.87,15.547,184.57,0.4678,99.16,39.06,0.6262,1.4286,0.1898,1.4678,0.1067,-0.154,0.2061
-85.8394,358.56567,-1562.35,12.832,171.89,0.354,104.87,43.15,0.4305,1.0657,0.2612,1.354,0.1187,-0.1824,0.2788
-85.89385,22.91889,-1541.2,19.011,182.52,0.3567,136.12,51.08,0.5133,1.182,0.2167,1.3567,0.0981,0.0617,0.2702
-87.91667,297.72289,-1972.98,13.437,180.64,0.4297,74.49,41.26,0.5215,1.2333,0.2411,1.4297,0.1209,0.069,-0.3153
-88.39227,230.218,-2875.78,21.941,182.3,0.5237,26.45,69.23,0.6866,1.6237,0.1493,1.5237,0.0507,0.1259,-0.1826
-86.2559,264.62896,-2589.03,16.212,187.22,0.4381,54.66,51.92,0.6076,1.3578,0.206,1.4381,0.064,-0.1456,-0.2499
-85.99305,256.21816,-2649.72,4.823,186.84,0.5292,21.13,30.62,0.6488,1.4561,0.1837,1.5292,-0.1376,0.1638,-0.182
-87.54371,309.03641,-2184.69,24.184,188.68,0.4876,141.08,63.8,0.5432,1.2277,0.2273,1.4876,-0.1097,-0.1072,-0.3014
-85.53484,66.16515,-2167.83,8.232,183.75,0.5299,61.15,35.15,0.6487,1.3001,0.2031,1.5299,0.0648,-0.1601,-0.2583
-89.28046,0.29686,-1502.23,17.629,176.64,0.3285,146.19,46.37,0.485,1.1366,0.226,1.3285,-0.0698,-0.1563,0.2466
-85.60466,215.47026,-2646.0,11.922,180.26,0.5239,54.57,41.36,0.6965,1.6334,0.15,1.5239,0.0636,-0.1241,-0.1811
-89.51952,127.38911,-3663.89,18.551,161.4,0.4892,0.0,60.95,0.7398,1.6135,0.1147,1.4892,0.0375,-0.0814,0.1454
-89.23237,44.56344,-1604.11,6.854,191.74,0.4069,177.92,24.53,0.5018,1.2849,0.189,1.4069,-0.1538,0.0679,-0.206
-87.3308,67.00995,-2480.05,14.68,202.34,0.4052,64.85,45.05,0.5994,1.3417,0.1927,1.4052,-0.1157,-0.1279,0.2087
-89.66241,119.42975,-3424.36,11.637,172.43,0.6231,0.0,46.66,0.7442,1.4728,0.1448,1.6231,-0.0841,-0.1039,0.1934
-89.73596,25.28401,-1679.61,18.3,177.1,0.4407,112.09,46.53,0.4895,1.1278,0.2118,1.4407,-0.1261,-0.1018,0.2586
-89.99741,20.48875,-1487.8,12.324,195.61,0.4188,178.76,40.44,0.4161,1.0855,0.2411,1.4188,-0.0839,-0.097,0.3172
